,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,PG,SG,SF,PF,C,Player Name
2,2019-20,22.0,TOR,NBA,SF,69.0,2066.0,13.2,0.6,0.403,0.18,4.2,14.2,9.3,7.5,2.2,2.1,11.5,14.3,,2.1,3.7,5.7,0.134,,-0.8,2.0,1.2,1.7,False,False,True,False,False,OG Anunoby
3,2020-21,23.0,TOR,NBA,SF,43.0,1433.0,15.4,0.605,0.503,0.197,4.0,14.6,9.1,10.1,2.2,2.2,11.7,19.3,,1.5,1.6,3.1,0.104,,0.8,0.4,1.2,1.2,False,False,True,False,False,OG Anunoby
4,2021-22,24.0,TOR,NBA,SF,48.0,1728.0,14.8,0.549,0.455,0.169,4.4,12.6,8.3,11.0,2.1,1.4,9.7,20.5,,1.8,1.9,3.7,0.104,,0.4,0.1,0.5,1.1,False,False,True,False,False,OG Anunoby
5,2022-23,25.0,TOR,NBA,SF,33.0,1215.0,15.7,0.573,0.351,0.242,4.2,14.5,9.0,9.0,2.9,2.3,13.1,21.7,,0.7,1.4,2.1,0.085,,-0.2,0.5,0.4,0.7,False,False,True,False,False,OG Anunoby
6,Career,,,NBA,,334.0,9275.0,13.2,0.576,0.456,0.187,4.2,12.9,8.5,7.9,2.1,1.7,11.3,17.0,,7.8,11.9,19.7,0.102,,-0.6,0.7,0.1,5.0,False,False,True,False,False,OG Anunoby
0,2017-18,23.0,CHI,NBA,PG,24.0,304.0,7.3,0.55,0.756,0.146,0.3,8.8,4.4,15.5,2.1,0.0,23.0,8.1,,0.1,0.2,0.3,0.04,,-4.7,0.6,-4.1,-0.2,True,False,False,False,False,Ryan Arcidiacono
1,2018-19,24.0,CHI,NBA,PG,81.0,1961.0,11.6,0.588,0.519,0.244,1.5,10.8,6.1,18.9,1.6,0.2,12.0,11.7,,2.8,0.9,3.7,0.09,,-2.0,0.1,-1.9,0.1,True,False,False,False,False,Ryan Arcidiacono
2,2019-20,25.0,CHI,NBA,PG,58.0,930.0,9.0,0.551,0.627,0.173,2.3,11.2,6.5,14.3,1.4,0.3,13.5,12.5,,0.7,0.7,1.4,0.071,,-2.7,-0.1,-2.8,-0.2,True,False,False,False,False,Ryan Arcidiacono
3,2020-21,26.0,CHI,NBA,PG,44.0,450.0,9.8,0.541,0.573,0.171,1.2,15.1,8.3,16.3,1.0,0.0,7.4,13.1,,0.5,0.4,0.9,0.093,,-2.6,0.3,-2.3,0.0,True,False,False,False,False,Ryan Arcidiacono
4,2021-22,27.0,NYK,NBA,PG,10.0,76.0,6.1,0.667,0.75,0.0,0.0,11.5,5.7,7.5,0.7,0.0,20.0,8.6,,0.0,0.1,0.1,0.052,,-4.6,0.0,-4.6,-0.1,True,False,False,False,False,Ryan Arcidiacono
5,2022-23,28.0,NYK,NBA,PG,10.0,25.0,3.3,0.3,0.6,0.0,0.0,17.2,8.5,9.9,3.9,0.0,16.7,10.2,,0.0,0.0,0.0,-0.004,,-9.1,4.3,-4.8,0.0,True,False,False,False,False,Ryan Arcidiacono
6,Career,,,NBA,,227.0,3746.0,10.2,0.569,0.572,0.204,1.5,11.3,6.3,16.9,1.5,0.2,12.5,11.7,,4.0,2.3,6.3,0.08,,-2.6,0.1,-2.4,-0.4,True,False,False,False,False,Ryan Arcidiacono
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,Ryan Arcidiacono
8,4 seasons,,CHI,NBA,,207.0,3645.0,10.3,0.569,0.569,0.209,1.6,11.3,6.3,17.1,1.5,0.2,12.4,11.8,,4.0,2.2,6.2,0.082,,-2.5,0.1,-2.4,-0.3,True,False,False,False,False,Ryan Arcidiacono
9,2 seasons,,NYK,NBA,,20.0,101.0,5.4,0.559,0.706,0.0,0.0,13.0,6.4,8.1,1.5,0.0,19.0,9.0,,0.0,0.1,0.1,0.038,,-5.7,1.1,-4.6,-0.1,True,False,False,False,False,Ryan Arcidiacono
0,2020-21,20.0,WAS,NBA,SF,54.0,1257.0,7.6,0.515,0.538,0.144,1.9,20.2,11.0,6.3,1.2,1.0,9.0,12.0,,0.0,1.2,1.2,0.046,,-3.6,0.4,-3.1,-0.4,False,False,True,False,False,Deni Avdija
1,2021-22,21.0,WAS,NBA,SF,82.0,1984.0,11.6,0.536,0.447,0.235,3.0,20.5,11.9,11.8,1.5,1.9,12.0,16.3,,0.6,1.8,2.4,0.058,,-2.1,0.4,-1.7,0.1,False,False,True,False,False,Deni Avdija
2,2022-23,22.0,WAS,NBA,SF,36.0,938.0,10.9,0.53,0.431,0.239,4.2,19.7,12.2,13.9,1.6,2.1,16.3,15.7,,0.0,1.2,1.2,0.062,,-2.8,0.9,-2.0,0.0,False,False,True,False,False,Deni Avdija
3,Career,,,NBA,,172.0,4179.0,10.2,0.529,0.469,0.211,2.9,20.2,11.7,10.6,1.4,1.7,12.3,14.9,,0.6,4.3,4.8,0.056,,-2.7,0.5,-2.2,-0.2,False,False,True,False,False,Deni Avdija
0,2018-19,20.0,PHO,NBA,C,71.0,2183.0,20.5,0.608,0.005,0.217,11.1,26.1,18.5,9.6,1.3,2.6,11.7,21.2,,4.1,1.7,5.8,0.128,,1.3,-1.1,0.2,1.2,False,False,False,False,True,Deandre Ayton
1,2019-20,21.0,PHO,NBA,C,38.0,1236.0,20.0,0.568,0.023,0.157,13.0,26.3,19.6,9.7,1.0,4.1,11.6,23.7,,1.5,1.6,3.1,0.121,,0.8,-0.4,0.4,0.7,False,False,False,False,True,Deandre Ayton
2,2020-21,22.0,PHO,NBA,C,69.0,2115.0,20.3,0.653,0.029,0.252,12.4,26.3,19.5,6.8,1.0,3.4,11.9,18.2,,5.3,3.1,8.4,0.191,,1.1,0.1,1.2,1.7,False,False,False,False,True,Deandre Ayton
3,2021-22,23.0,PHO,NBA,C,58.0,1713.0,21.9,0.656,0.027,0.204,9.6,27.1,18.6,7.6,1.1,2.1,10.7,21.4,,4.1,3.1,7.3,0.203,,2.2,0.6,2.8,2.1,False,False,False,False,True,Deandre Ayton
4,2022-23,24.0,PHO,NBA,C,34.0,991.0,21.1,0.632,0.044,0.216,10.8,26.1,18.3,10.9,0.9,2.3,13.3,23.4,,1.9,1.2,3.1,0.15,,1.7,-0.4,1.3,0.8,False,False,False,False,True,Deandre Ayton
5,Career,,,NBA,,270.0,8238.0,20.7,0.624,0.023,0.211,11.4,26.4,18.9,8.6,1.1,2.9,11.7,21.1,,17.0,10.7,27.7,0.162,,1.4,-0.2,1.2,6.6,False,False,False,False,True,Deandre Ayton
0,2020-21,21.0,UTA,NBA,C,15.0,57.0,10.3,0.597,0.0,1.111,7.8,16.0,12.1,0.0,0.9,5.7,18.3,12.4,,0.0,0.1,0.1,0.119,,-5.5,1.7,-3.8,0.0,False,False,False,False,True,Udoka Azubuike
1,2021-22,22.0,UTA,NBA,C,17.0,195.0,17.6,0.743,0.0,0.224,10.5,28.8,19.9,0.0,0.3,5.0,18.2,14.7,,0.3,0.3,0.6,0.157,,-1.8,0.4,-1.4,0.0,False,False,False,False,True,Udoka Azubuike
2,2022-23,23.0,UTA,NBA,C,15.0,63.0,24.5,0.781,0.0,0.429,17.4,30.2,23.7,11.6,1.5,3.9,15.3,13.1,,0.2,0.1,0.3,0.234,,3.8,1.3,5.1,0.1,False,False,False,False,True,Udoka Azubuike
3,Career,,,NBA,,47.0,315.0,17.6,0.727,0.0,0.375,11.4,26.8,19.3,2.3,0.6,4.9,17.7,14.0,,0.6,0.5,1.1,0.165,,-1.4,0.8,-0.6,0.1,False,False,False,False,True,Udoka Azubuike
0,2018-19,19.0,SAC,NBA,PF,62.0,1567.0,18.9,0.562,0.136,0.371,10.4,20.8,15.5,5.9,1.0,3.2,10.7,24.2,,2.0,1.6,3.6,0.11,,0.5,-1.5,-1.0,0.4,False,False,False,True,True,Marvin Bagley III
1,2019-20,20.0,SAC,NBA,C,13.0,334.0,15.6,0.512,0.132,0.186,9.5,23.5,16.3,4.9,0.9,3.4,9.1,25.8,,0.0,0.3,0.4,0.051,,-2.2,-1.4,-3.5,-0.1,False,False,False,True,True,Marvin Bagley III
2,2020-21,21.0,SAC,NBA,PF,43.0,1112.0,16.3,0.554,0.22,0.273,10.4,21.5,15.9,5.8,0.9,1.6,9.7,23.5,,0.9,0.5,1.4,0.059,,-0.4,-2.7,-3.1,-0.3,False,False,False,True,True,Marvin Bagley III
3,2021-22,22.0,TOT,NBA,PF,48.0,1146.0,15.7,0.551,0.217,0.226,9.7,22.6,16.0,5.2,0.9,1.4,7.4,19.8,,1.2,0.9,2.0,0.085,,-0.5,-1.8,-2.3,-0.1,False,False,False,True,True,Marvin Bagley III
4,2021-22,22.0,SAC,NBA,PF,30.0,656.0,14.3,0.521,0.252,0.191,11.0,24.8,17.8,3.9,0.7,1.5,7.3,18.8,,0.5,0.4,0.9,0.068,,-1.1,-2.4,-3.5,-0.3,False,False,False,True,True,Marvin Bagley III
5,2021-22,22.0,DET,NBA,PF,18.0,490.0,17.7,0.585,0.175,0.27,8.0,19.8,13.6,6.9,1.3,1.3,7.4,21.2,,0.7,0.4,1.1,0.107,,0.4,-0.9,-0.6,0.2,False,False,False,True,True,Marvin Bagley III
6,2022-23,23.0,DET,NBA,PF,25.0,532.0,17.8,0.592,0.164,0.259,10.4,20.5,15.3,4.3,1.2,3.0,8.9,19.5,,0.8,0.4,1.2,0.108,,0.3,-1.1,-0.8,0.2,False,False,False,True,True,Marvin Bagley III
7,Career,,,NBA,,191.0,4691.0,17.1,0.556,0.177,0.289,10.2,21.6,15.7,5.5,1.0,2.4,9.4,22.6,,4.9,3.7,8.5,0.087,,-0.2,-1.8,-2.0,0.0,False,False,False,True,True,Marvin Bagley III
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,True,Marvin Bagley III
9,4 seasons,,SAC,NBA,,148.0,3669.0,17.0,0.549,0.179,0.295,10.4,22.0,16.1,5.4,0.9,2.4,9.7,23.2,,3.3,2.9,6.3,0.082,,-0.3,-2.0,-2.3,-0.3,False,False,False,True,True,Marvin Bagley III
10,2 seasons,,DET,NBA,,43.0,1022.0,17.8,0.589,0.17,0.264,9.3,20.1,14.5,5.5,1.2,2.2,8.2,20.3,,1.5,0.8,2.3,0.107,,0.3,-1.0,-0.7,0.3,False,False,False,True,True,Marvin Bagley III
0,2022-23,20.0,GSW,NBA,SF,11.0,90.0,16.5,0.624,0.795,0.045,0.0,19.3,9.7,3.4,2.6,1.0,8.2,22.7,,0.0,0.1,0.1,0.079,,2.8,-0.4,2.4,0.1,False,False,True,False,False,Patrick Baldwin Jr.
1,Career,,,NBA,,11.0,90.0,16.5,0.624,0.795,0.045,0.0,19.3,9.7,3.4,2.6,1.0,8.2,22.7,,0.0,0.1,0.1,0.079,,2.8,-0.4,2.4,0.1,False,False,True,False,False,Patrick Baldwin Jr.
0,2020-21,19.0,CHO,NBA,PG,51.0,1469.0,17.5,0.539,0.388,0.246,4.6,17.9,11.1,33.9,2.7,1.2,16.3,26.1,,1.0,1.9,2.8,0.093,,1.1,0.7,1.8,1.4,True,False,False,False,False,LaMelo Ball
1,2021-22,20.0,CHO,NBA,PG,75.0,2422.0,19.7,0.554,0.451,0.194,4.7,17.4,11.0,35.7,2.4,1.2,15.3,28.2,,3.4,2.5,5.8,0.116,,3.3,0.1,3.4,3.3,True,False,False,False,False,LaMelo Ball
2,2022-23,21.0,CHO,NBA,PG,14.0,484.0,18.9,0.55,0.553,0.141,3.1,15.9,9.2,37.3,1.8,1.1,13.5,29.8,,0.5,0.4,0.9,0.089,,3.8,-0.9,2.9,0.6,True,False,False,False,False,LaMelo Ball
3,Career,,,NBA,,140.0,4375.0,18.9,0.549,0.445,0.203,4.5,17.4,10.8,35.3,2.4,1.2,15.4,27.7,,4.8,4.8,9.6,0.105,,2.6,0.2,2.8,5.3,True,False,False,False,False,LaMelo Ball
0,2018-19,20.0,ORL,NBA,C,47.0,766.0,14.9,0.539,0.288,0.259,8.8,24.0,16.3,7.4,0.8,7.0,13.7,17.8,,0.3,1.4,1.7,0.106,,-2.8,1.4,-1.4,0.1,False,False,False,False,True,Mo Bamba
1,2019-20,21.0,ORL,NBA,C,62.0,878.0,17.5,0.542,0.374,0.161,11.9,25.6,18.5,7.2,1.3,8.8,12.1,17.1,,0.8,1.7,2.5,0.135,,-1.2,1.6,0.4,0.5,False,False,False,False,True,Mo Bamba
2,2020-21,22.0,ORL,NBA,C,46.0,725.0,19.3,0.556,0.392,0.219,10.5,28.0,19.0,8.1,0.9,7.3,9.8,21.8,,0.7,1.1,1.8,0.117,,0.2,0.0,0.1,0.4,False,False,False,False,True,Mo Bamba
3,2021-22,23.0,ORL,NBA,C,71.0,1824.0,16.5,0.582,0.455,0.118,8.5,24.6,16.5,7.4,1.0,5.9,10.6,17.2,,1.8,2.7,4.5,0.118,,-0.2,0.9,0.7,1.2,False,False,False,False,True,Mo Bamba
4,2022-23,24.0,ORL,NBA,C,30.0,567.0,16.6,0.615,0.492,0.254,7.7,24.2,16.0,8.5,0.7,5.4,9.2,16.5,,1.0,0.7,1.7,0.144,,0.5,0.7,1.2,0.5,False,False,False,False,True,Mo Bamba
5,Career,,,NBA,,256.0,4760.0,16.9,0.567,0.408,0.18,9.4,25.2,17.2,7.6,1.0,6.8,11.1,17.9,,4.6,7.5,12.1,0.122,,-0.7,0.9,0.3,2.8,False,False,False,False,True,Mo Bamba
0,2022-23,20.0,ORL,NBA,PF,30.0,1024.0,16.2,0.542,0.247,0.5,3.8,18.2,11.1,18.2,1.3,1.6,13.5,28.2,,0.3,0.9,1.2,0.058,,0.2,-1.0,-0.8,0.3,False,False,False,True,False,Paolo Banchero
1,Career,,,NBA,,30.0,1024.0,16.2,0.542,0.247,0.5,3.8,18.2,11.1,18.2,1.3,1.6,13.5,28.2,,0.3,0.9,1.2,0.058,,0.2,-1.0,-0.8,0.3,False,False,False,True,False,Paolo Banchero
0,2020-21,22.0,MEM,NBA,SG,68.0,1519.0,12.2,0.6,0.543,0.098,2.1,12.6,7.3,10.6,1.3,0.9,10.2,16.1,,1.6,1.3,2.9,0.093,,-0.6,-0.2,-0.8,0.5,False,True,False,False,False,Desmond Bane
1,2021-22,23.0,MEM,NBA,SG,76.0,2266.0,17.6,0.592,0.475,0.141,2.1,13.6,7.7,13.5,1.9,1.1,8.7,23.1,,4.5,2.7,7.2,0.153,,2.5,0.3,2.7,2.7,False,True,False,False,False,Desmond Bane
2,2022-23,24.0,MEM,NBA,SG,17.0,535.0,17.9,0.581,0.473,0.283,1.8,13.4,7.7,17.7,1.0,0.8,9.7,26.9,,1.1,0.6,1.7,0.151,,2.9,-0.3,2.6,0.6,False,True,False,False,False,Desmond Bane
3,Career,,,NBA,,161.0,4320.0,15.7,0.592,0.493,0.151,2.1,13.2,7.6,13.0,1.6,1.0,9.2,21.1,,7.1,4.7,11.8,0.131,,1.4,0.0,1.5,3.8,False,True,False,False,False,Desmond Bane
0,2021-22,22.0,TOR,NBA,PG,64.0,696.0,10.0,0.463,0.252,0.218,5.6,14.1,9.7,19.8,2.0,1.4,19.3,16.9,,-0.4,0.8,0.4,0.03,,-3.5,0.4,-3.1,-0.2,True,False,False,False,False,Dalano Banton
1,2022-23,23.0,TOR,NBA,PG,22.0,222.0,16.6,0.516,0.413,0.163,4.3,12.7,8.2,18.3,2.7,5.4,10.4,23.9,,0.1,0.3,0.4,0.082,,0.1,0.8,0.9,0.2,True,False,False,False,False,Dalano Banton
2,Career,,,NBA,,86.0,918.0,11.6,0.481,0.307,0.199,5.3,13.8,9.3,19.4,2.2,2.4,16.5,18.6,,-0.3,1.1,0.8,0.043,,-2.6,0.5,-2.2,0.0,True,False,False,False,False,Dalano Banton
0,2022-23,19.0,SAS,NBA,SF,4.0,26.0,15.8,0.571,0.429,0.571,8.3,4.5,6.5,15.0,1.8,0.0,0.0,14.0,,0.1,0.0,0.1,0.158,,0.1,-0.1,-0.1,0.0,False,False,True,False,False,Dominick Barlow
1,Career,,,NBA,,4.0,26.0,15.8,0.571,0.429,0.571,8.3,4.5,6.5,15.0,1.8,0.0,0.0,14.0,,0.1,0.0,0.1,0.158,,0.1,-0.1,-0.1,0.0,False,False,True,False,False,Dominick Barlow
0,2012-13,20.0,GSW,NBA,SF,81.0,2058.0,11.0,0.526,0.231,0.303,2.9,14.5,8.9,7.3,1.3,0.5,12.4,17.7,,0.9,1.9,2.8,0.065,,-1.6,-0.1,-1.7,0.1,False,False,True,True,False,Harrison Barnes
1,2013-14,21.0,GSW,NBA,SF,78.0,2204.0,9.8,0.486,0.28,0.267,3.3,11.9,7.7,7.6,1.5,0.7,10.0,16.8,,0.4,2.8,3.2,0.07,,-2.2,0.5,-1.6,0.2,False,False,True,True,False,Harrison Barnes
2,2014-15,22.0,GSW,NBA,SF,82.0,2318.0,13.4,0.573,0.328,0.229,5.6,15.1,10.5,6.9,1.3,0.6,9.0,14.9,,3.7,3.0,6.7,0.139,,0.2,-0.1,0.1,1.2,False,False,True,True,False,Harrison Barnes
3,2015-16,23.0,GSW,NBA,SF,66.0,2042.0,12.3,0.559,0.338,0.212,4.3,12.4,8.6,7.8,1.0,0.4,7.6,15.9,,3.1,1.9,4.9,0.116,,-0.2,-1.1,-1.3,0.3,False,False,True,True,False,Harrison Barnes
4,2016-17,24.0,DAL,NBA,PF,79.0,2803.0,16.3,0.541,0.173,0.22,3.7,13.1,8.2,7.7,1.2,0.5,6.8,25.3,,2.5,2.1,4.6,0.078,,0.4,-1.2,-0.8,0.8,False,False,True,True,False,Harrison Barnes
5,2017-18,25.0,DAL,NBA,PF,77.0,2634.0,15.8,0.539,0.276,0.259,3.1,17.1,9.9,9.9,0.9,0.5,8.1,25.2,,2.0,1.9,3.8,0.07,,0.8,-1.3,-0.5,1.0,False,False,True,True,False,Harrison Barnes
6,2018-19,26.0,TOT,NBA,"PF,SF",77.0,2533.0,12.8,0.55,0.429,0.271,2.4,12.7,7.5,6.7,0.9,0.4,7.9,20.9,,2.0,1.6,3.6,0.068,,-0.2,-1.2,-1.4,0.4,False,False,True,True,False,Harrison Barnes
7,2018-19,26.0,DAL,NBA,PF,49.0,1584.0,13.1,0.538,0.434,0.276,2.4,11.5,7.0,6.3,1.0,0.6,7.8,23.7,,0.8,1.1,1.9,0.059,,0.0,-1.2,-1.2,0.3,False,False,True,True,False,Harrison Barnes
8,2018-19,26.0,SAC,NBA,SF,28.0,949.0,12.3,0.578,0.419,0.258,2.2,14.8,8.4,7.5,0.8,0.2,8.0,16.3,,1.1,0.5,1.7,0.084,,-0.5,-1.2,-1.7,0.1,False,False,True,True,False,Harrison Barnes
9,2019-20,27.0,SAC,NBA,PF,72.0,2482.0,13.3,0.574,0.338,0.337,3.4,12.9,8.1,9.2,0.8,0.5,8.8,17.4,,3.4,1.1,4.6,0.088,,0.0,-1.3,-1.3,0.5,False,False,True,True,False,Harrison Barnes
10,2020-21,28.0,SAC,NBA,PF,58.0,2102.0,15.4,0.626,0.399,0.366,3.3,17.2,10.2,13.0,1.0,0.4,11.1,17.2,,4.0,0.5,4.5,0.103,,1.5,-1.3,0.2,1.1,False,False,True,True,False,Harrison Barnes
11,2021-22,29.0,SAC,NBA,PF,77.0,2587.0,15.7,0.623,0.432,0.495,3.4,14.9,9.1,10.5,1.0,0.5,10.4,18.8,,5.0,1.0,6.0,0.112,,1.5,-1.3,0.2,1.4,False,False,True,True,False,Harrison Barnes
12,2022-23,30.0,SAC,NBA,PF,35.0,1100.0,13.4,0.604,0.436,0.542,3.5,15.5,9.6,7.5,1.3,0.3,10.0,17.0,,1.5,0.9,2.4,0.103,,-0.3,-0.7,-1.0,0.3,False,False,True,True,False,Harrison Barnes
13,Career,,,NBA,,782.0,24863.0,13.7,0.561,0.32,0.301,3.5,14.2,8.9,8.6,1.1,0.5,9.0,19.2,,28.5,18.7,47.2,0.091,,0.1,-0.9,-0.8,7.4,False,False,True,True,False,Harrison Barnes
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,True,True,False,Harrison Barnes
15,4 seasons,,GSW,NBA,,307.0,8622.0,11.6,0.535,0.294,0.252,4.1,13.5,9.0,7.4,1.3,0.6,9.8,16.3,,8.1,9.6,17.7,0.098,,-0.9,-0.2,-1.1,1.9,False,False,True,True,False,Harrison Barnes
16,5 seasons,,SAC,NBA,,270.0,9220.0,14.4,0.604,0.398,0.403,3.3,14.9,9.0,10.0,1.0,0.4,9.9,17.6,,15.1,4.1,19.2,0.1,,0.7,-1.2,-0.6,3.4,False,False,True,True,False,Harrison Barnes
17,3 seasons,,DAL,NBA,,205.0,7021.0,15.4,0.54,0.27,0.247,3.2,14.2,8.5,8.2,1.1,0.5,7.5,24.9,,5.3,5.1,10.4,0.071,,0.5,-1.3,-0.8,2.1,False,False,True,True,False,Harrison Barnes
0,2021-22,20.0,TOR,NBA,PF,74.0,2617.0,16.3,0.552,0.207,0.231,7.7,15.8,11.5,14.7,1.5,2.1,11.7,19.0,,3.7,2.9,6.6,0.122,,0.5,0.4,0.9,1.9,False,False,False,True,False,Scottie Barnes
1,2022-23,21.0,TOR,NBA,PF,34.0,1157.0,15.0,0.515,0.244,0.189,6.6,17.5,11.7,20.8,1.4,2.1,13.6,20.8,,0.5,1.0,1.5,0.063,,0.4,-0.8,-0.4,0.5,False,False,False,True,False,Scottie Barnes
2,Career,,,NBA,,108.0,3774.0,15.9,0.54,0.219,0.217,7.4,16.3,11.6,16.6,1.5,2.1,12.3,19.6,,4.3,3.9,8.2,0.104,,0.5,0.0,0.5,2.4,False,False,False,True,False,Scottie Barnes
0,2019-20,19.0,NYK,NBA,SG,56.0,1704.0,10.7,0.479,0.271,0.349,3.0,14.8,8.7,12.8,1.6,0.9,12.9,24.0,,-1.6,1.1,-0.5,-0.015,,-2.9,-1.5,-4.3,-1.0,False,True,True,False,False,RJ Barrett
1,2020-21,20.0,NYK,NBA,SG,72.0,2511.0,13.4,0.535,0.292,0.26,3.0,14.8,8.9,13.8,1.1,0.8,10.5,23.4,,0.9,3.1,4.1,0.078,,-0.9,-0.3,-1.2,0.5,False,True,True,False,False,RJ Barrett
2,2021-22,21.0,NYK,NBA,SF,70.0,2417.0,13.7,0.511,0.338,0.34,2.9,15.5,9.1,14.9,0.9,0.7,9.9,27.6,,0.1,2.2,2.3,0.046,,-0.3,-1.3,-1.6,0.2,False,True,True,False,False,RJ Barrett
3,2022-23,22.0,NYK,NBA,SG,35.0,1192.0,13.3,0.532,0.331,0.342,2.7,14.5,8.6,13.5,0.7,0.5,11.6,26.1,,0.3,1.1,1.4,0.055,,-0.6,-1.4,-2.0,0.0,False,True,True,False,False,RJ Barrett
4,Career,,,NBA,,233.0,7824.0,12.9,0.514,0.309,0.318,2.9,15.0,8.9,13.9,1.1,0.7,11.0,25.3,,-0.3,7.6,7.2,0.044,,-1.1,-1.0,-2.1,-0.2,False,True,True,False,False,RJ Barrett
0,2012-13,22.0,POR,NBA,SG,73.0,894.0,9.1,0.437,0.21,0.21,4.6,14.3,9.4,10.4,2.0,0.8,15.1,20.4,,-1.1,0.6,-0.5,-0.028,,-4.0,-0.6,-4.6,-0.6,False,True,True,False,False,Will Barton
1,2013-14,23.0,POR,NBA,SG,41.0,387.0,13.5,0.488,0.212,0.205,4.5,16.0,10.3,13.3,1.2,1.3,9.6,21.2,,0.3,0.4,0.6,0.078,,-1.2,-0.1,-1.3,0.1,False,True,True,False,False,Will Barton
2,2014-15,24.0,TOT,NBA,SG,58.0,983.0,13.6,0.503,0.241,0.266,2.8,15.3,8.9,13.0,2.5,1.5,13.4,20.2,,0.2,1.1,1.3,0.063,,-1.2,1.1,-0.2,0.4,False,True,True,False,False,Will Barton
3,2014-15,24.0,POR,NBA,SG,30.0,300.0,8.3,0.422,0.18,0.15,1.1,10.8,6.1,13.4,2.4,1.0,13.8,18.5,,-0.4,0.4,0.0,0.002,,-4.7,1.4,-3.3,-0.1,False,True,True,False,False,Will Barton
4,2014-15,24.0,DEN,NBA,SG,28.0,683.0,15.9,0.533,0.265,0.312,3.5,17.2,10.1,12.8,2.5,1.7,13.3,21.0,,0.6,0.7,1.3,0.089,,0.3,0.9,1.2,0.5,False,True,True,False,False,Will Barton
5,2015-16,25.0,DEN,NBA,SG,82.0,2353.0,16.0,0.535,0.331,0.273,2.7,20.0,11.2,14.4,1.5,1.3,11.2,23.0,,2.4,1.9,4.3,0.088,,1.2,-0.4,0.8,1.7,False,True,True,False,False,Will Barton
6,2016-17,26.0,DEN,NBA,SG,60.0,1705.0,15.5,0.547,0.353,0.285,3.8,12.9,8.4,17.7,1.4,1.3,11.5,21.1,,2.5,0.8,3.3,0.093,,1.2,-1.0,0.2,1.0,False,True,True,False,False,Will Barton
7,2017-18,27.0,DEN,NBA,SG,81.0,2683.0,16.2,0.562,0.411,0.22,3.0,14.2,8.6,18.5,1.5,1.6,11.7,20.7,,4.4,1.8,6.2,0.111,,1.6,-0.4,1.1,2.1,False,True,True,False,False,Will Barton
8,2018-19,28.0,DEN,NBA,SF,43.0,1189.0,11.0,0.501,0.426,0.161,2.9,15.3,9.1,14.6,0.7,1.6,11.7,20.0,,0.1,1.1,1.2,0.049,,-1.1,-0.8,-1.8,0.0,False,True,True,False,False,Will Barton
9,2019-20,29.0,DEN,NBA,SF,58.0,1916.0,15.6,0.549,0.39,0.18,4.5,16.9,10.7,16.0,1.6,1.4,9.9,20.1,,2.4,1.8,4.2,0.106,,1.2,-0.2,1.1,1.5,False,True,True,False,False,Will Barton
10,2020-21,30.0,DEN,NBA,SF,56.0,1736.0,11.8,0.538,0.423,0.199,2.6,12.2,7.4,14.1,1.4,1.3,12.7,19.0,,0.7,1.5,2.2,0.061,,-1.0,-0.8,-1.9,0.1,False,True,True,False,False,Will Barton
11,2021-22,31.0,DEN,NBA,SG,71.0,2277.0,13.4,0.548,0.48,0.142,2.2,14.1,8.3,17.6,1.2,1.2,11.8,20.8,,1.2,1.9,3.2,0.067,,0.4,-0.9,-0.5,0.9,False,True,True,False,False,Will Barton
12,2022-23,32.0,WAS,NBA,SG,33.0,699.0,9.3,0.482,0.484,0.14,1.1,13.4,7.5,16.7,1.1,1.1,12.5,18.9,,-0.5,0.6,0.1,0.01,,-2.4,-0.9,-3.3,-0.2,False,True,True,False,False,Will Barton
13,Career,,,NBA,,656.0,16822.0,13.9,0.532,0.381,0.212,3.1,15.1,9.1,15.8,1.5,1.4,11.7,20.7,,12.6,13.6,26.2,0.075,,0.1,-0.5,-0.4,6.9,False,True,True,False,False,Will Barton
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,True,False,False,Will Barton
15,8 seasons,,DEN,NBA,,479.0,14542.0,14.6,0.543,0.394,0.216,3.1,15.3,9.2,16.2,1.4,1.4,11.5,20.8,,14.3,11.6,25.9,0.086,,0.6,-0.5,0.1,7.7,False,True,True,False,False,Will Barton
16,3 seasons,,POR,NBA,,144.0,1581.0,10.0,0.448,0.205,0.198,3.9,14.1,9.0,11.7,1.9,0.9,13.4,20.2,,-1.3,1.4,0.1,0.003,,-3.5,-0.1,-3.6,-0.6,False,True,True,False,False,Will Barton
17,1 season,,WAS,NBA,,33.0,699.0,9.3,0.482,0.484,0.14,1.1,13.4,7.5,16.7,1.1,1.1,12.5,18.9,,-0.5,0.6,0.1,0.01,,-2.4,-0.9,-3.3,-0.2,False,True,True,False,False,Will Barton
0,2021-22,21.0,PHI,NBA,C,23.0,168.0,21.5,0.66,0.085,0.255,14.9,26.1,20.6,6.5,1.5,9.1,13.3,16.1,,0.4,0.3,0.8,0.22,,-0.4,2.1,1.7,0.2,False,False,False,False,True,Charles Bassey
